Restaurant Name,City,Address,Longitude,Latitude,Rating text
Samrat The Cake Shoppe,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",77.0259078,28.4597556,Average
Samrat,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",77.0259899,28.4598188,Average
Sanjha Chula,Gurgaon,"Opposite Tirath Ram Hospital, Basai Road, Old Railway Road, Gurgaon",77.0200512,28.4570545,Average
Silver Crown,Gurgaon,"92/9, Near SBI Bank, New Colony, Old Railway Road, Gurgaon",77.0191832,28.4669487,Average
Super Bakery,Gurgaon,"Near Bank of India, Jacobpura, Old Railway Road, Gurgaon",77.0247842,28.4609586,Average
The Chic,Gurgaon,"Shivpuri, Old Railway Road Gurgaon",77.0187625,28.470938,Average
Unique Bus Wales,Gurgaon,"Opposite Furniture Height, New Colony, Old Railway Road, Gurgaon",77.0175382,28.467287,Average
Dilli 6 Express,Gurgaon,"New Colony More, Near Easy Day, Old Railway Road, Gurgaon",77.0203817,28.4667732,Good
Mangle Di Kulfi,Gurgaon,"154-B, New Colony Road, New Colony, Old Railway Road, Gurgaon",77.0168909,28.4655014,Good
The Oven Artist,Gurgaon,"191, New Colony, Near Old Railway Road, Gurgaon",77.0157175,28.4652054,Good
Bal Ji Rasoi,Gurgaon,"Near IndusInd Bank ATM, Main Madanpuri Road, Old Railway Road, Gurgaon",77.0179026,28.460487,Not rated
Dakshin Bistro,Gurgaon,"P-3, Circular Road, Opposite Holy Heart Preparatory School, New Colony, Old Railway Road, Gurgaon",0,0,Not rated
Metro Dhaba,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",77.0277668,28.4579956,Not rated
Sukhman Food City,Gurgaon,"Old Railway Road, Gurgaon",77.0212272,28.4688983,Not rated
The Burger Hub,Gurgaon,"P-6A, New Colony, Near, Old Railway Road, Gurgaon",77.0161752,28.4681772,Not rated
Pizza Hut Delivery,Gurgaon,"11, Ground Floor, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",77.0432685,28.4109555,Poor
Hot Cherries,Gurgaon,"UG-9, Block C, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",77.0433584,28.4106951,Good
Domino's Pizza,Gurgaon,"4-C, Ground Floor, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",77.0431785,28.4113952,Poor
Coldpress Company,Gurgaon,"Omaxe Gurgaon Mall Sohna Road, Gurgaon",77.0435383,28.4105331,Very Good
Hahn's Kitchen,Gurgaon,"One Horizon Centre, Golf Course Road, Gurgaon",77.09791951,28.45112282,Average
Shree Rathnam,Gurgaon,"One Horizon Center, Golf Course Road, Gurgaon",77.0974101,28.4511301,Average
Caffe Tonino,Gurgaon,"1st Floor, One Horizon Center, Golf Course Road, Gurgaon",77.0974101,28.4511301,Good
Carl's Jr.,Gurgaon,"1st Floor, One Horizon Centre, Golf Course Road, Gurgaon",77.0971403,28.4508352,Good
Delhi Club House,Gurgaon,"One Horizon Center, Golf Course Road, Gurgaon",77.0968183,28.4514834,Good
GoGourmet,Gurgaon,"1st Floor, One Horizon Center, Golf Course Road, Gurgaon",77.0975899,28.4511473,Good
Shophouse by Kylin,Gurgaon,"T 1-107, One Horizon Centre, Golf Course Road, Gurgaon",77.0972691,28.4506618,Good
Starbucks,Gurgaon,"Ground Floor, One Horizon Center, Golf Course Road, Gurgaon",77.09822863,28.45109776,Good
Baskin Robbins,Gurgaon,"2-H, Commercial Complex, Opposite Ansal Celebrity Home, Palam Vihar, Gurgaon",77.0378999,28.5125527,Average
Bikaner Sweets & Restaurant,Gurgaon,"Shri Ram Mandir Complex, Opposite Celebrity Homes, Palam Vihar, Gurgaon",77.0352809,28.5145359,Average
Burger Bites & More,Gurgaon,"Shop 5, Annapurna Market, Opposite C2 Block, Palam Vihar, Gurgaon",77.0203837,28.4939088,Average
CafÌ© Gramophone,Gurgaon,"UGF-114, C-2, Palam Corporate Plaza, Opposite Palm Tree Hotel, Palam Vihar, Gurgaon",77.0210472,28.496845,Average
Chawla Bakers,Gurgaon,"6, Dharam Colony, Near Spanish Court, Palam Vihar, Gurgaon",77.030404,28.502947,Average
Crust N Cakes,Gurgaon,"Palam Vihar, Gurgaon",77.0362376,28.5037904,Average
Darjeeling Kanchanjanga Momos,Gurgaon,"Shop 2, G Block, Behind Ansal Plaza Mall, Palam Vihar, Gurgaon",77.0409296,28.5118498,Average
Desserts 83,Gurgaon,"K 1466 Ansal, Palam Vihar, Gurgaon",77.0436219,28.5216917,Average
Express Kitchen,Gurgaon,"Palam Vihar, Gurgaon",0,0,Average
Giani's,Gurgaon,"Shop 3, Shri Ram Mandir Complex, Palam Vihar, Gurgaon",77.0347314,28.5150103,Average
Hangover,Gurgaon,"Near Sector 5, Gol Chakkar, Palam Vihar, Gurgaon",77.0199219,28.4865257,Average
Sangam Sweets,Gurgaon,"Opposite H Block, Near OBC Bank, Palam Vihar, Gurgaon",77.0373642,28.5176801,Average
Shree Bikaner Misthan Bhandar,Gurgaon,"Opposite B & C Block Gate, Near Spanish Court, Palam Vihar, Gurgaon",77.0302241,28.5029296,Average
Shree Shyam Rasoi,Gurgaon,"Opposite Power House, Palam Vihar Road, Palam Vihar, Gurgaon",77.0336712,28.5034359,Average
Swad On Grill,Gurgaon,"Shop 1, Near Celebrity Homes, DSOI Club Road, Palam Vihar, Gurgaon",77.037902,28.5125468,Average
The Pepper's,Gurgaon,"Shop 10, Behind Axis Bank, Palam Vihar, Gurgaon",77.0394717,28.5119564,Average
Anisha Restaurant,Gurgaon,"Shop 7, Opposite B Block Power House, Palam Vihar, Gurgaon",77.0319416,28.5033789,Not rated
Annapoorna Foods,Gurgaon,"A-242, 1st Floor, Block E, Palam Vyapar Kendra, Palam Vihar, Gurgaon",77.0308638,28.5089193,Not rated
Bakelicious 18,Gurgaon,"Celebrity Homes, Palam Vihar, Gurgaon",77.0351721,28.5145201,Not rated
Bansiwala Bakery,Gurgaon,"Shop 2, Sector 5 Chowk, Palam Vihar Road, Palam Vihar, Gurgaon",77.0196076,28.4857718,Not rated
Bansiwala Rasoi,Gurgaon,"Shop 3, Sector 5 Chowk, Palam Vihar Road, Palam Vihar, Gurgaon",77.0198157,28.4859312,Not rated
Bansiwala Sweets,Gurgaon,"Sector 5 Chowk, Palam Vihar Road, Palam Vihar, Gurgaon",77.0197677,28.4859483,Not rated
Best Pizza Hut,Gurgaon,"Mian Bajghera Road, Opposite Durga Sweets, Palam Vihar, Gurgaon",77.0093235,28.4921812,Not rated
Bikaner Sweets & Restaurant,Gurgaon,"Bajgehara Road, New Palam Vihar, Near Palam Vihar, Gurgaon",77.024736,28.5144976,Not rated
Chaska Food Corner,Gurgaon,"Shop 1, Bestech Park View Residency Market, Sector 3, Palam Vihar, Gurgaon",77.0225318,28.497571,Not rated
Chulha,Gurgaon,"346-A, Jade Villas, H Block, Opposite Gold's Gym,  Palam Vihar, Gurgaon",0,0,Not rated
Dev Restaurant,Gurgaon,"Shop 4, Bestech Park View Residency, Palam Vihar, Gurgaon",77.02189766,28.49841367,Not rated
Dietpoint,Gurgaon,"Bajgera Chowk, New Palam Vihar, Near Palam Vihar, Gurgaon",77.025184,28.5142695,Not rated
Gautam Bakery,Gurgaon,"Opposite Ansal API, Palam Vihar, Gurgaon",77.02152,28.4959225,Not rated
Honey Hot & Spicy,Gurgaon,"Bijwasan, Palam Vihar Road, Near Rashan Card Office, Palam Vihar, Gurgaon",0,0,Not rated
Hot & Spicy,Gurgaon,"Opposite Mahindra Aura Apartment, New Palam Vihar, Near Palam Vihar, Gurgaon",77.0252309,28.5118122,Not rated
Hot Fork,Gurgaon,"C-98, Vyapar Kendra, Palam Vihar, Gurgaon",77.0313937,28.5091367,Not rated
Icon Foods,Gurgaon,"A-13, Opposite Power House, Main Gurgaon Road, Palam Vihar Extension, Palam Vihar, Gurgaon",0,0,Not rated
Indochi Cafe & Restaurant,Gurgaon,"G-1, Behind Ansal Plaza Mall, Palam Vihar, Gurgaon",77.0411995,28.512055,Not rated
Love to Wish,Gurgaon,"Opposite Golds Gym, Near Celebrity Homes, Palam Vihar, Gurgaon",77.0378566,28.5125685,Not rated
M CrÌ¬me,Gurgaon,"K 1407, Palam Vihar, Gurgaon",77.04251687,28.52068371,Not rated
Mamta Tiffin Service,Gurgaon,"Block A, Rajendra Park, Bajghera Road, Near Railway Station, Sector 105, Near Palam Vihar, Palam Vihar, Gurgaon",0,0,Not rated
Panther Restaurant,Gurgaon,"Shop 1, Near Wine Shop, Krishna Chowk, Palam Vihar, Gurgaon Palam Vihar",77.0283498,28.5019693,Not rated
Pizza King,Gurgaon,"2316/31, Chauma Road, Block A, Rajendra Park, Sector 105, Near Palam Vihar, Gurgaon",77.01025,28.4936502,Not rated
Radha Swami Shudh Vaishno Dhaba,Gurgaon,"Near Yamaha Showroom, Ashok Vihar, Near, Palam Vihar, Gurgaon",77.0196062,28.4877231,Not rated
RD's Authentic Aroma,Gurgaon,"Shop 12, 12-A, 14, Block C2, GTM Shopping Arcade, Palam Vihar, Gurgaon",77.0203724,28.4946737,Not rated
Savour,Gurgaon,"427, H Block, Palam Vihar, Gurgaon",77.0386974,28.51231235,Not rated
Sheetla Dhaba,Gurgaon,"Dharma Colony, Opposite ACP Office, Palam Vihar, Gurgaon",77.0358272,28.5033611,Not rated
Shree Bikaner Mishthan Bhandar,Gurgaon,"Near Sector 5, Ashok Vihar Phase 2, Palam Vihar, Gurgaon",77.0194842,28.4860462,Not rated
Shree Shyam Bhojnalaya,Gurgaon,"Ashok Vihar Part 2, Near Sector 5 Chowk, Palam Vihar, Gurgaon",77.0197876,28.4875817,Not rated
Shristi Happy Eats,Gurgaon,"G-1, Behind Ansal Plaza Mall, Palam Vihar, Gurgaon",77.0410645,28.5120868,Not rated
Singh Terrace Grill,Gurgaon,"C-96/97, 1st Floor, Vyapar Kendra, Palam Vihar, Gurgaon",77.03139368,28.50913665,Not rated
Swami Vaishno Dhaba,Gurgaon,"Opposite Petrol Pump, Palam Vihar, Gurgaon",77.0196976,28.4890966,Not rated
Wah Ji Wah,Gurgaon,"Shop 2, Near Park View Apartment, Opposite Palm Tree Hotel, Palam Vihar, Gurgaon",77.0219634,28.4968821,Not rated
Cafe 55 - Park Inn,Gurgaon,"Park Inn, Sector 15, Gurgaon",77.0318264,28.4590795,Average
New Town Lounge & Bar - Park Plaza,Gurgaon,"Park Plaza Hotel, B Block, Sushant Lok 1, Sushant Lok, Gurgaon",77.0756484,28.4592611,Average
New Town Pastry Shop - Park Plaza,Gurgaon,"Park Plaza Hotel, B Block, Sushant Lok 1, Sushant Lok, Gurgaon",77.0757697,28.4592519,Average
New Town Cafe - Park Plaza,Gurgaon,"Park Plaza Hotel, B Block, Phase 1, Sushant Lok, Gurgaon",77.0757094,28.4592449,Good
The Great Kabab Factory - Park Plaza,Gurgaon,"Park Plaza Hotel, B Block, Phase 1, Sushant Lok, Gurgaon",77.075722,28.4592314,Good
K2 Restaurant,Gurgaon,"3rd Floor, Plaza Mall, MG Road, Gurgaon",77.0730853,28.4777065,Average
Angels in my Kitchen,Gurgaon,"M-4, Qutab Plaza Market, DLF Phase 1, Gurgaon",77.1019957,28.4722814,Average
Barista,Gurgaon,"D1 & 13, Qutub Plaza Market, DLF Phase 1, Gurgaon",77.1022778,28.4715146,Average
Cafe Coffee Day,Gurgaon,"F-13, Qutub Plaza, DLF Phase 1, Gurgaon",77.1017259,28.4718072,Average
Cafe Naklee,Gurgaon,"H-8, Qutab Plaza, DLF Phase 1, Gurgaon",77.1021755,28.4720297,Average
Chacha's Take Away,Gurgaon,"J-12, Qutub Plaza, DLF Phase 1, Gurgaon",77.1020406,28.4718823,Average
Colonel's Kababz,Gurgaon,"N-14, Ground Floor, Qutab Plaza, DLF Phase 1, Gurgaon",77.1018865,28.4725209,Average
Domino's Pizza,Gurgaon,"K-1 & K-13, Ground Floor, DLF Qutub Plaza, DLF Phase 1, Gurgaon",77.1024452,28.4719659,Average
Green Chick Chop,Gurgaon,"H 5, Qutab Plaza Market, DLF Phase 1, Gurgaon",77.1022654,28.472128,Average
Naushi's Kitchenette,Gurgaon,"Qutab Plaza, DLF Phase 1, Gurgaon",77.10254565,28.47211841,Average
Sapra Pastry Treat,Gurgaon,"H-6, Qutab Plaza, DLF Phase 1, Gurgaon",77.1022654,28.4720383,Average
Subway,Gurgaon,"J-1, Qutab Plaza, DLF Phase 1, Gurgaon",77.1024003,28.4715582,Average
Sunny Sweets,Gurgaon,"A 6, Qutab Plaza, DLF Phase 1, Gurgaon",77.1017259,28.4715383,Average
The Healthy Rasoi,Gurgaon,"Shop B-5, Qutab Plaza Market, DLF Phase 1, Gurgaon",77.1018159,28.4713676,Good
Burger King,Gurgaon,"Shop 6, Lower Ground Floor, Raheja Mall, Sohna Road, Gurgaon",77.0392029,28.4237354,Average
Hong Kong Express,Gurgaon,"2nd Floor, Raheja Mall, Sohna Road, Gurgaon",77.0395802,28.4234228,Average
Viva Hyderabad,Gurgaon,"Food Court, 3rd Floor, Raheja Mall, Sohna Road, Gurgaon",77.0394902,28.4234142,Poor
Cafe Rouge - Ramada,Gurgaon,"Ramada Gurgaon Central, Site No.2, Sector 44, Gurgaon",77.0706524,28.4497396,Good
Shamji Sweets,Gurgaon,"Sohna Chowk, Near Jama Masjid, Sadar Bazar, Gurgaon",77.0268394,28.4596657,Average
Sialkoti Vaishno Dhaba,Gurgaon,"HPO Chowk, Sadar Bazar, Gurgaon",77.0313172,28.4623451,Average
Haldiram's,Gurgaon,"Ground Floor, Sahara Mall, MG Road, Gurgaon",77.0868894,28.4797958,Good
Club Prison,Gurgaon,"305 & 306, 3rd Floor, Sahara Mall, MG Road, Gurgaon",77.0865747,28.4797207,Poor
Maa Bhagwati Tiffins,Gurgaon,"Subhash Nagar, Sector 12, Gurgaon",77.0324732,28.4636195,Average
Spices & Sauces,Gurgaon,"City Mark Hotel, Mahavir Chowk, Near Sector 12, Gurgaon",77.0324282,28.4637496,Average
Indian Food Cafe,Gurgaon,"Shop 323, Public Tree, Bus Stand Road, Opposite Allahabad Bank, Sector 12, Gurgaon",77.0338596,28.4675057,Not rated
Assam Tea Corner,Gurgaon,"New Mata Road, Rajiv Colony, Sector 14, Gurgaon",77.0404135,28.4755199,Average
Bakingo,Gurgaon,"M-14, Old DLF Colony, Sector 14, Gurgaon, Delhi NCR",77.0441684,28.4706936,Average
Balaji Sweets & Snacks,Gurgaon,"Shop 1, Near Shiv Mandir Chowk, Rajeev Nagar, Sector 14, Gurgaon",77.0348123,28.476036,Average
Baxman Delivers,Gurgaon,"Sector 14, Gurgaon",0,0,Average
Burger Point,Gurgaon,"Shop 48, Sector 14, Gurgaon",77.0483361,28.4735491,Average
Burger Xpress,Gurgaon,"Shop 140, Main Market, Opposite Hanuman Mandir, Sector 14, Gurgaon",77.0476105,28.4745207,Average
Cafe Coffee Day,Gurgaon,"SCO 10, Vishal Mega Mart, Sector 14, Gurgaon",77.046327,28.4775051,Average
Cake Factory,Gurgaon,"450, Bhim Nagar, Near Ram Lila Ground, Sector 14, Gurgaon",77.0204025,28.4703517,Average
Cake Maker,Gurgaon,"2322/3, Opposite Air Force School, Ground Floor, Excel House, Old Delhi Road, Near Sector 14, Gurgaon",77.0424008,28.4741041,Average
Captain's Table,Gurgaon,"SCF 96, Main Market, Sector 14, Gurgaon",77.0474607,28.4740266,Average
Carpedium,Gurgaon,"Shop 94, Huda Market, Sector 14, Gurgaon",77.0475174,28.474015,Average
Chef Sack Kitchen,Gurgaon,"Khasra 3898/3173, Basement, Opposite Shubh Vatika, Atul Kataria Chowk, Sector-12A, Near, Sector 14, Gurgaon",0,0,Average
Chinar Junction,Gurgaon,"Late Atul Kataria Chowk, Sector 14, Gurgaon",77.04808339,28.48038451,Average
Frontier,Gurgaon,"59, 1143-336/2, Excel House, Old Delhi Road, Opposite Air Force School, Near Sector 14, Gurgaon",77.0424589,28.4739949,Average
Ganpati Rasoi,Gurgaon,"New Railway Road, Opposite Easy Day, Jawahar Nagar, Sector 14, Gurgaon",0,0,Average
Indian & Chinese Corner,Gurgaon,"76, Sector 14, Gurgaon",77.048056,28.4730599,Average
Juice Lounge,Gurgaon,"NM-22, Ground Floor, Old DLF, Sector 14, Gurgaon",77.0445066,28.4694139,Average
KB's Kulfi & Icecream,Gurgaon,"3, Atul Kataria Chowk, Sector 14, Gurgaon",77.0494753,28.4822008,Average
KB's Kulfi & Icecream,Gurgaon,"20, Opposite Plaza Hotel, Old Delhi Road, Sector 14, Gurgaon",77.0439881,28.4754869,Average
Keventers,Gurgaon,"Shop 40, Main Market, Sector 14, Gurgaon",77.0481041,28.4736495,Average
KFC,Gurgaon,"Plot 98, Main market, Sector 14, Gurgaon",77.047405,28.4740886,Average
Madras Cafe,Gurgaon,"SCO 17, Near Huda Office, Sector 14, Gurgaon",77.0456073,28.476629,Average
Madurai Meenakshi Bhawan,Gurgaon,"158, Sector 14 Market, Sector 14, Gurgaon",77.0473507,28.4740911,Average
Masala Fusion,Gurgaon,"Opposite Air Force School, Old Delhi Road, Sector 14, Gurgaon",77.0424589,28.4740845,Average
Moti Mahal Delux Tandoori Trail,Gurgaon,"Old Delhi Road, Opposite Ajit Cinema, Sector 14, Gurgaon",77.0351491,28.4665409,Average
Mr. & Mrs. Idly,Gurgaon,"165/6, Shining Sun Tower, Furniture Market Near Government Girls School, Jacobpura, New Railway Road, Sector 14, Gurgaon",0,0,Average
Pind Bawarchi,Gurgaon,"Shop 4 & 5, Huda Market, Sector 14, Gurgaon",77.0482744,28.4728921,Average
Republic of Chicken,Gurgaon,"SG 28, Sector 14, Gurgaon",77.0484406,28.4736075,Average
Ridhi Sidhi,Gurgaon,"Bhim Nagar, Near Ram Lila Ground, Sector 14, Gurgaon",77.020392,28.4703532,Average
Romi Da Dhaba,Gurgaon,"Opposite Air Force School, Old Delhi Road, Sector 14, Gurgaon",77.0432685,28.4750589,Average
Shamji Sweets,Gurgaon,"289/2, Old Delhi Road, Near Telephone Exchange, Sector 14, Gurgaon",77.0394496,28.4702133,Average
Six Pack Kitchen,Gurgaon,"NM 6, Old DLF Colony, Opposite Dr. Lal Path Lab, Sector 14, Gurgaon",77.0453042,28.4699753,Average
Taste of Dilli 6,Gurgaon,"Sector 14, Gurgaon",77.0474907,28.4749637,Average
The Guls,Gurgaon,"Sheetla Mata Road, Near Shiv Mandir Chowk, Near Sector 14, Gurgaon",77.0349543,28.4768261,Average
The League Restaurant,Gurgaon,"Old Delhi Road, Opposite Officers Enclave, Sector 14, Gurgaon",77.0432685,28.4751486,Average
The Plaza Solitaire,Gurgaon,"30, HUDA Commercial Centre, Delhi Gurgaon Road, Sector 14, Gurgaon",77.044168,28.4751457,Average
Uttarakhand Fast Food,Gurgaon,"New Mata Kataria Road, Rajiv Colony, Sector 14, Gurgaon",77.0363305,28.4758641,Average
Viva Hyderabad,Gurgaon,"5, New Gurgaon Plaza, Old Delhi Road, Sector 14, Gurgaon",77.0445955,28.4764122,Average
Wahid Food Corner,Gurgaon,"Plot 100, Sheetla Mata Road, Rajeev Nagar, Sector 14, Gurgaon",77.0347763,28.4758171,Average
Zync - Rosewood Hotel,Gurgaon,"Old Delhi Road, Exit 7 NH8, Near Raj Cinema, Near Sector 14 Market, Sector 14, Gurgaon",77.037225,28.46715278,Average
Konetto Pizza,Gurgaon,"Shop 7, Opposite Vishal Mega Mart, Next to Citikart, Old Delhi-Gurgaon Road, Sector 14, Gurgaon",77.0462096,28.4783985,Good
South Store,Gurgaon,"157, Sector 14, Gurgaon",77.0475378,28.4743176,Good
Grill & Cafe,Gurgaon,"48/5, Mahrauli Road, Near Government College, Sector 14, Gurgaon",77.0404798,28.4662742,Not rated
Gurgaon Mughlai Chicken,Gurgaon,"Rajiv Nagar, Near Apple Hospital, Sector 14, Gurgaon",77.0351435,28.4771621,Not rated
Mughal Chicken Corner,Gurgaon,"Main Sheetla Mata Road, Sector 14, Gurgaon",77.0349588,28.4786503,Not rated
Oven Aroma,Gurgaon,"Shop 5 & 6, Atul Kataria Chowk, Sector 14, Gurgaon",77.0495364,28.4823461,Not rated
Radha Swami Shudh Vaishno Dhaba,Gurgaon,"New Mata Road, Rajeev Nagar, Sector 14, Gurgaon",77.0384802,28.4756545,Not rated
Special No.1 Biryani Corner,Gurgaon,"Shop 4, New Gurgaon Plaza Market, Old Delhi Road, Sector 14, Gurgaon",77.0444379,28.4762474,Not rated
Sun Sweets Restaurant,Gurgaon,"Chand Palace Fawara Chowk, Bus Stand Road, Sector 14, Gurgaon",77.0335214,28.464266,Not rated
Captain Bill$ Deliverz,Gurgaon,"Near Main Market, Sector 14, Gurgaon",77.0476588,28.4738648,Poor
China Hut,Gurgaon,"Shop No-3 Near Choudhary Tent House New Mata Road Rajiv Nagar, Sector 14, Gurgaon",77.0376289,28.4758573,Poor
G Dot,Gurgaon,"Opposite Lt. Atul Kataria Memorial School, Mata Sheetla Mandir Road, Sector 14, Gurgaon",77.0338227,28.4785399,Poor
Cake2you,Gurgaon,"522/5, Near Jyoti Hospital, Sector 15, Gurgaon",77.0371148,28.4579792,Average
Delight Express,Gurgaon,"Shop 82, HUDA Market, Part 2, Sector 15, Gurgaon",77.0435543,28.4583117,Average
Empress,Gurgaon,"Treehouse Queens Pearl, Opposite New Court, Near Rajiv Chowk, Near, Sector 15, Gurgaon",77.033231,28.4568511,Average
Hotel DDR,Gurgaon,"9, Old Judicial Complex, Sector 15, Gurgaon",77.0344852,28.4588673,Average
Khan Kabab Corner,Gurgaon,"Next to Hotel Haut Monde, Sector 15, Gurgaon",77.0380952,28.4555436,Average
Kwality Cakes and Bakes,Gurgaon,"Shop 56, Opposite Hope Apartments, Main Jharsa Road, Sector 15, Gurgaon",77.0381307,28.4555152,Average
Nite Bites,Gurgaon,"837/5, Sector 15, Gurgaon",77.041878,28.460253,Average
Oriental Kitchen Express,Gurgaon,"1, Housing Board Colony, Near Jyoti Hospital, Sector 15, Gurgaon",77.0367474,28.4577727,Average
Royal Mart,Gurgaon,"Shop 96, Main Jharsa Road, Sector 15/1, Sector 15, Gurgaon",77.0390954,28.4544096,Average
Sikkim Fast Food,Gurgaon,"84, Main Market, Sector 15, Gurgaon",77.0435095,28.4584547,Average
ZASTY,Gurgaon,"Sector 15, Gurgaon",0,0,Good
Maachh Bhaat,Gurgaon,"57, Opposite Maruti Udyog Ltd, Gate 2, Old Delhi Gurgaon Road, Opposite Sector 18, Sector 17, Gurgaon",77.0609808,28.4950876,Average
ANTIDOTE,Gurgaon,"Sector 17, Gurgaon",0,0,Not rated
Bablu Fast Food,Gurgaon,"Shop 5, Opposite Oriental Club, Sector 18, Near Sector 17, Gurgaon",77.0633149,28.4978576,Not rated
Bikaner Sweets Snacks & Restaurant,Gurgaon,"Huda Market, Near Vipul Motors & Siemens Company Sector 17, Gurgaon",77.0671006,28.4906203,Not rated
Bikaner Sweets,Gurgaon,"Shop 1, Old Delhi Gurgaon Road, Sector 17, Gurgaon",77.056052,28.4890258,Not rated
Biryani & Rolls,Gurgaon,"947, Sector 17 B, Gurgaon",77.0580477,28.4777059,Not rated
Cafe Coffee Day,Gurgaon,"B Block, IFFCO Colony, Sector 17, Gurgaon",0,0,Not rated
Chefy's Kitchen,Gurgaon,"512, Sector 5 Sevice Lane, Atul Kataria Marg, Sector 17, Gurgaon",0,0,Not rated
Delight Express,Gurgaon,"Shop 64, HUDA Market, Sector 17, Gurgaon",77.0610203,28.4780353,Not rated
Dilli Rasoi,Gurgaon,"Divided Road, Near Pasco Maruti Ltd, Sector 17, Gurgaon",77.057516,28.4879806,Not rated
Dujal Cafe,Gurgaon,"HUDA Market, Opposite Anshu Dairy, Sector 17, Gurgaon",77.0608014,28.4776466,Not rated
Full Dabba,Gurgaon,"Plot 203, Sector 17A, Sector 17, Gurgaon",77.0633585,28.4978501,Not rated
HSI Food World,Gurgaon,"90, Lt. Atul Kataria Marg, Sector 17, Gurgaon",77.0670595,28.4772163,Not rated
Krishna Restaurant,Gurgaon,"Near PNB ATM, Kaushik Complex, Sukhrali Main Road, Sector 17, Gurgaon",77.0616195,28.4756552,Not rated
Lajawaab House Cafe,Gurgaon,"25-26, Huda Market, Sector 17, Gurgaon",77.0607991,28.4779663,Not rated
Luncheon Box,Gurgaon,"Plot 1523, Near Gyan Mandir School, Sector 17 C, Sector 17, Gurgaon",0,0,Not rated
Modern Sweets,Gurgaon,"Opposite Sun Tower, Sukhrali Village, Sector 17, Gurgaon",77.0603242,28.4753834,Not rated
Radha Swami Shudh Vaishno Dhaba,Gurgaon,"17 & 18, Old Delhi Road, Sector 17, Gurgaon",77.0558517,28.488876,Not rated
Raju Vaishno Amritsari Dhaba,Gurgaon,"17-C, Sukhrali, Sector 17, Gurgaon",77.0598733,28.4752695,Not rated
Rustic Flavours,Gurgaon,"Shop 18, HUDA Market, Sector 17, Gurgaon",77.0605389,28.4783366,Not rated
VK Food Court,Gurgaon,"MG Road, Sukhrali, Sector 17, Gurgaon",77.0610258,28.4755709,Not rated
Domino's Pizza,Gurgaon,"Ground Floor, Amenity Block, IT/ITES SEZ, Village Dundahera, Near Sector 21, Sector 21, Gurgaon",77.0714215,28.5097704,Average
GoGourmet,Gurgaon,"Unit 2B, Amenity Block-II, Candor Techspace, Sector 21, Gurgaon",77.0716913,28.5094378,Average
Snack Shack,Gurgaon,"Building 4, Near Food Court, Unitech Infospace, Sector 21, Gurgaon",77.0714215,28.5095911,Average
WestÌ©ross,Gurgaon,"A11/B32, Unit 2A, Block 4A, IT/ITeS SEZ Candor TechSpace, Dundahera, Sector 21, Gurgaon",77.0693827,28.510128,Good
Fruitpro,Gurgaon,"Unit Sez Aminity Block, Sector 21, Gurgaon",77.0716913,28.5100652,Not rated
Konetto Pizza,Gurgaon,"Amenity Block 2, Info City, Old Delhi Gurugram Road, Sector 21, Gurgaon",0,0,Not rated
Tpot,Gurgaon,"Shop 14, Aminities Block, Infospace, Sector 21, Gurgaon",77.0712645,28.5096025,Not rated
Cake Desire,Gurgaon,"Shop 118, Sector 22, Gurgaon",77.0644469,28.5029596,Average
Burger Xpress,Gurgaon,"Shop 32, HUDA Market, Sector 22, Gurgaon",0,0,Not rated
Divine Bites,Gurgaon,"Sector 22, Gurgaon",77.0622916,28.5029001,Not rated
Interaxis,Gurgaon,"Sector 22, Gurgaon",0,0,Not rated
Kwality wall's swirl's,Gurgaon,"Unitech Infospace, Sector 22, Gurgaon",77.0738509,28.5101456,Not rated
Milan Apna Dhaba,Gurgaon,"Near Jawala Mill Chowk, Sector 22, Gurgaon",77.0689476,28.5035524,Not rated
R S Foods,Gurgaon,"Shop 2, Old Delhi Gurgaon Road, Near Jawala Mill, Sector 22, Gurgaon",77.0696558,28.5050072,Not rated
Ronny Flavours,Gurgaon,"Shop 105, Main Market, Sector 22, Gurgaon, Delhi NCR",0,0,Not rated
Shahi  Chicken Corner,Gurgaon,"Jwala Mill Road Shop No.6, Sector 22, Gurgaon",77.0691386,28.5035991,Not rated
Behrouz Biryani,Gurgaon,"Sector 23, Gurgaon",77.0541384,28.5041335,Average
Biryani Art,Gurgaon,"SCO 48, DSC Market, A Urban Estate, Sector 23, Gurgaon",77.0535606,28.5041041,Average
Daawat-e! Amritsar,Gurgaon,"Shop 10, 1st Floor, Sector 23 Market, Sector 23, Gurgaon",77.0646633,28.5029179,Average
Faasos,Gurgaon,"SCO 48, Sector 23-A, Sector 23, Gurgaon",77.0538414,28.5041074,Average
Ovenstory Pizza,Gurgaon,"Sector 23, Gurgaon",77.0540643,28.5041784,Average
Pizza Hut Delivery,Gurgaon,"SCO 63, Ground Floor, Behind HP Petrol Pump, Sector 23 A, Near Sector 23, Gurgaon",77.0541569,28.504122,Average
